date,id,name,y_items,y_actual_cost,total_list_size
01/10/2015,P84066,DAVID MEDICAL CENTRE,149,368.37,4172
01/10/2015,P84024,BOWLAND MEDICAL PRACTICE,285,925.08,7618
01/10/2015,P84047,DROYLSDEN RD FAMILY PRACTICE,183,367.57,4729
01/10/2015,P84033,BEACON MEDICAL CENTRE,148,516.33,3781
01/10/2015,P84029,BENCHILL MEDICAL PRACTICE,384,1618.13,9618
01/10/2015,P84028,GORTON MEDICAL CENTRE,345,856.53,8312
01/10/2015,P84637,DR KHAN'S PRACTICE,109,264.6,2614
01/10/2015,P84049,THE AVENUE MEDICAL CENTRE,422,1390.84,10061
01/10/2015,Y01695,MP VICTORIA MILL,102,824.6,2423
01/10/2015,P84041,CORNERSTONE FAMILY PRACTICE,274,1255.18,6347
01/10/2015,P84059,LIME SQUARE MEDICAL CENTRE,271,1019.29,5958
01/10/2015,P84631,ARTANE MEDICAL CENTRE,98,303.22,2131
01/10/2015,P84014,RK MEDICAL PRACTICE,214,395.86,4287
01/10/2015,Y02890,HAWTHORN MC,313,1257.28,4716
01/11/2015,P84627,DR TIWARI'S PRACTICE,0,0,374
01/11/2015,P84683,THE DOC'S SURGERY,59,135.71,6714
01/11/2015,P84062,BROOKDALE SURGERY,26,47.72,2693
01/11/2015,P84630,THE ARCH MEDICAL PRACTICE,143,363.31,13397
01/11/2015,P84663,THE NEVILLE FAMILY CENTRE,46,119.16,3875
01/11/2015,P84005,THE VALLANCE CENTRE,88,265,6867
01/11/2015,P84669,CORNBROOK MEDICAL PRACTICE,140,430.91,10567
01/11/2015,P84034,BARLOW MEDICAL CENTRE,192,556.86,13633
01/11/2015,P84038,ASHVILLE SURGERY,121,384.57,8316
01/11/2015,P84639,FALLOWFIELD MEDICAL CENTRE,31,60.04,2084
01/11/2015,P84072,THE ROBERT DARBISHIRE PRACTICE,319,1086.54,20539
01/11/2015,P84039,THE RANGE MEDICAL CENTRE,129,324.24,8230
01/11/2015,P84010,THE BORCHARDT MEDICAL CENTRE,178,781.92,10851
01/11/2015,P84018,MAULDETH MEDICAL CENTRE,110,187.29,6536
01/11/2015,P84068,CHORLTON FAMILY PRACTICE,174,581.51,10042
01/11/2015,P84026,DICKENSON ROAD MEDICAL CENTRE,117,400.63,6542
01/11/2015,P84623,ALEESHAN MEDICAL CENTRE,23,30.52,1273
01/11/2015,P84035,BODEY MEDICAL CENTRE,307,926.64,16874
01/11/2015,P84665,AL-SHIFA MEDICAL CENTRE,51,120.4,2795
01/11/2015,P84027,WEST POINT MEDICAL CENTRE,132,404.18,7226
01/11/2015,Y02849,CITY HEALTH CENTRE,146,425.26,7980
01/11/2015,P84009,AILSA CRAIG MEDICAL CENTRE,175,1088.59,9540
01/11/2015,P84071,WILBRAHAM SURGERY,75,193.27,4084
01/11/2015,P84676,OSWALD ROAD MEDICAL PRACTICE,81,165.67,4375
01/11/2015,P84017,LADYBARN GROUP PRACTICE,199,657.97,10340
01/11/2015,P84652,CORKLAND ROAD MEDICAL PRACTICE,142,704.42,7250
01/11/2015,P84650,THE ALEXANDRA PRACTICE,111,556.54,5651
01/11/2015,P84061,BROOKLANDS MEDICAL PRACTICE,114,314.53,5774
01/11/2015,Y02520,SIMPSON MEDICAL PRACTICE,107,838.06,5384
01/11/2015,Y02325,CHARLESTOWN MD,69,259.74,3423
01/11/2015,P84640,QUEENS MEDICAL CENTRE,61,367.95,2972
01/11/2015,P84684,JOLLY MEDICAL CENTRE,65,135.2,3163
01/11/2015,P84689,LONGSIGHT MEDICAL PRACTICE,100,376.85,4833
01/11/2015,P84023,SURREY LODGE PRACTICE,174,506.07,8279
01/11/2015,P84064,NEW ISLINGTON MEDICAL CENTRE,87,260.11,4098
01/11/2015,P84616,MANCHESTER MEDICAL,147,365.96,6776
01/11/2015,P84037,DR CUNNINGHAM & PARTNERS,150,448.71,6824
01/11/2015,P84679,WILLOWBANK SURGERY,37,97.6,1683
01/11/2015,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,227,729.1,9955
01/11/2015,P84030,NEW COLLEGIATE MEDICAL CENTRE,301,1060.8,13163
01/11/2015,P84050,MOUNT ROAD SURGERY,172,1055.22,7489
01/11/2015,P84672,WOODLANDS MEDICAL PRACTICE,74,233.5,3156
01/11/2015,P84043,CORNISHWAY GROUP PRACTICE,213,692.16,8909
01/11/2015,P84021,THE MAPLES MEDICAL CENTRE,190,475.84,7945
01/11/2015,P84070,NEWTON HEATH MEDICAL CENTRE,146,331.1,5799
01/11/2015,P84067,HAZELDENE MEDICAL CENTRE,171,594.93,6638
01/11/2015,P84053,ASHCROFT SURGERY,205,747.56,7949
01/11/2015,P84042,FLORENCE HOUSE MEDICAL PRACTICE,215,914.74,8293
01/11/2015,P84611,"DR CHIU, KOH AND GAN",151,419.62,5814
01/11/2015,P84635,THE WHITSWOOD PRACTICE,94,291.11,3598
01/11/2015,P84052,WEST GORTON MEDICAL PRACTICE,171,708.8,6453
01/11/2015,Y02960,NEW BANK HEALTH,141,754.97,5200
01/11/2015,P84690,DAM HEAD MEDICAL CENTRE,74,167.9,2699
01/11/2015,P84651,NORTHERN MOOR MEDICAL PRACTICE,85,315.43,3085
01/11/2015,P84048,TREGENNA GROUP PRACTICE,182,508.94,6594
01/11/2015,P84056,PRINCESS ROAD SURGERY,123,396.18,4446
01/11/2015,P84074,WELLFIELD MEDICAL CENTRE,274,1051.46,9739
01/11/2015,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,374,947.98,13290
01/11/2015,P84004,FIVE OAKS FAMILIY PRACTICE,253,1095.23,8927
01/11/2015,P84645,PARK VIEW MEDICAL CENTRE,184,538.84,6361
01/11/2015,P84605,FERNCLOUGH SURGERY,64,200.11,2125
01/11/2015,P84022,KINGSWAY MEDICAL PRACTICE,177,492,5864
01/11/2015,P84626,WILMSLOW ROAD SURGERY,138,397.54,4517
01/11/2015,P84682,BURNAGE HEALTHCARE PRACTICE,70,192.68,2280
01/11/2015,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,316,1302.19,10232
01/11/2015,P84019,VALENTINE MEDICAL CENTRE,335,1158.51,10425
01/11/2015,P84012,NORTHENDEN GROUP PRACTICE,347,1165.58,10740
01/11/2015,P84644,PARKSIDE SURGERY,133,511.95,4113
01/11/2015,P84020,PEEL HALL MEDICAL CENTRE,280,1001.95,8446
01/11/2015,P84016,LEVENSHULME MEDICAL PRACTICE,236,822.79,7113
01/11/2015,P84041,CORNERSTONE FAMILY PRACTICE,211,770.72,6347
01/11/2015,P84051,EASTLANDS MEDICAL CENTRE,183,533.49,5356
01/11/2015,P84025,ST GEORGE'S MEDICAL CENTRE,239,674.17,6942
01/11/2015,P84032,DRS HANIF & BANNURU,225,583.75,6525
01/11/2015,P84045,THE PARK MEDICAL CENTRE,176,420.94,5100
01/11/2015,P84054,WHITLEY ROAD MEDICAL CENTRE,230,775.77,6613
01/11/2015,P84055,MERSEYBANK SURGERY,93,321.21,2589
01/11/2015,P84047,DROYLSDEN RD FAMILY PRACTICE,172,365.34,4729
01/11/2015,P84024,BOWLAND MEDICAL PRACTICE,280,984.75,7618
01/11/2015,P84637,DR KHAN'S PRACTICE,97,202.54,2614
01/11/2015,P84065,THE SINGH MEDICAL PRACTICE,140,411.02,3756
01/11/2015,P84631,ARTANE MEDICAL CENTRE,80,268.77,2131
01/11/2015,P84066,DAVID MEDICAL CENTRE,157,423.07,4172
01/11/2015,P84059,LIME SQUARE MEDICAL CENTRE,230,568.71,5958
01/11/2015,P84028,GORTON MEDICAL CENTRE,328,815.51,8312
01/11/2015,P84033,BEACON MEDICAL CENTRE,150,538.29,3781
01/11/2015,Y01695,MP VICTORIA MILL,98,464.23,2423
01/11/2015,P84040,CONRAN MEDICAL CENTRE,221,986.79,5313
01/11/2015,P84029,BENCHILL MEDICAL PRACTICE,431,1172.55,9618
01/11/2015,P84049,THE AVENUE MEDICAL CENTRE,462,1890.21,10061
01/11/2015,P84014,RK MEDICAL PRACTICE,228,343.61,4287
01/11/2015,Y02890,HAWTHORN MC,332,1575.52,4716
01/12/2015,P84627,DR TIWARI'S PRACTICE,0,0,374
01/12/2015,P84683,THE DOC'S SURGERY,63,131.13,6714
01/12/2015,P84630,THE ARCH MEDICAL PRACTICE,155,687.66,13397
01/12/2015,P84018,MAULDETH MEDICAL CENTRE,80,144.85,6536
01/12/2015,P84623,ALEESHAN MEDICAL CENTRE,16,20.64,1273
01/12/2015,P84669,CORNBROOK MEDICAL PRACTICE,145,399.22,10567
01/12/2015,P84034,BARLOW MEDICAL CENTRE,201,705.8,13633
01/12/2015,P84039,THE RANGE MEDICAL CENTRE,122,485.39,8230
01/12/2015,P84068,CHORLTON FAMILY PRACTICE,153,497.86,10042
01/12/2015,P84072,THE ROBERT DARBISHIRE PRACTICE,327,1509.36,20539
01/12/2015,P84035,BODEY MEDICAL CENTRE,271,750.86,16874
01/12/2015,P84005,THE VALLANCE CENTRE,114,324.78,6867
01/12/2015,P84023,SURREY LODGE PRACTICE,144,363.7,8279
01/12/2015,P84027,WEST POINT MEDICAL CENTRE,133,483.75,7226
01/12/2015,P84010,THE BORCHARDT MEDICAL CENTRE,201,626.01,10851
01/12/2015,P84650,THE ALEXANDRA PRACTICE,106,432.88,5651
01/12/2015,P84009,AILSA CRAIG MEDICAL CENTRE,185,1050.75,9540
01/12/2015,P84038,ASHVILLE SURGERY,166,852.55,8316
01/12/2015,P84050,MOUNT ROAD SURGERY,150,636.75,7489
01/12/2015,Y02325,CHARLESTOWN MD,69,180.54,3423
01/12/2015,P84684,JOLLY MEDICAL CENTRE,64,119.06,3163
01/12/2015,P84639,FALLOWFIELD MEDICAL CENTRE,44,179.05,2084
01/12/2015,P84053,ASHCROFT SURGERY,169,549.48,7949
01/12/2015,P84676,OSWALD ROAD MEDICAL PRACTICE,94,342.52,4375
01/12/2015,P84640,QUEENS MEDICAL CENTRE,64,325.18,2972
01/12/2015,P84061,BROOKLANDS MEDICAL PRACTICE,125,294.12,5774
01/12/2015,P84017,LADYBARN GROUP PRACTICE,224,755.53,10340
01/12/2015,P84071,WILBRAHAM SURGERY,90,223.72,4084
01/12/2015,P84635,THE WHITSWOOD PRACTICE,81,263.34,3598
01/12/2015,P84689,LONGSIGHT MEDICAL PRACTICE,109,489.7,4833
01/12/2015,P84605,FERNCLOUGH SURGERY,48,151.93,2125
01/12/2015,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,228,629.29,9955
01/12/2015,P84064,NEW ISLINGTON MEDICAL CENTRE,97,197.26,4098
01/12/2015,P84026,DICKENSON ROAD MEDICAL CENTRE,156,349.1,6542
01/12/2015,P84652,CORKLAND ROAD MEDICAL PRACTICE,174,554.86,7250
01/12/2015,P84055,MERSEYBANK SURGERY,63,285.01,2589
01/12/2015,Y02960,NEW BANK HEALTH,127,668.69,5200
01/12/2015,P84616,MANCHESTER MEDICAL,167,366.07,6776
01/12/2015,P84626,WILMSLOW ROAD SURGERY,119,371.16,4517
01/12/2015,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,273,928.5,10232
01/12/2015,P84021,THE MAPLES MEDICAL CENTRE,212,648.22,7945
01/12/2015,P84062,BROOKDALE SURGERY,72,133.43,2693
01/12/2015,P84672,WOODLANDS MEDICAL PRACTICE,85,185.96,3156
01/12/2015,P84665,AL-SHIFA MEDICAL CENTRE,76,157.14,2795
01/12/2015,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,363,754.31,13290
01/12/2015,P84030,NEW COLLEGIATE MEDICAL CENTRE,365,1275.21,13163
01/12/2015,P84663,THE NEVILLE FAMILY CENTRE,108,500.54,3875
01/12/2015,P84012,NORTHENDEN GROUP PRACTICE,300,966.79,10740
01/12/2015,Y02849,CITY HEALTH CENTRE,223,640.26,7980
01/12/2015,P84037,DR CUNNINGHAM & PARTNERS,196,569.39,6824
01/12/2015,P84611,"DR CHIU, KOH AND GAN",167,443.84,5814
01/12/2015,P84679,WILLOWBANK SURGERY,49,108.76,1683
01/12/2015,Y02520,SIMPSON MEDICAL PRACTICE,157,1194.37,5384
01/12/2015,P84070,NEWTON HEATH MEDICAL CENTRE,170,515.36,5799
01/12/2015,P84052,WEST GORTON MEDICAL PRACTICE,190,708.24,6453
01/12/2015,P84644,PARKSIDE SURGERY,122,451.04,4113
01/12/2015,P84042,FLORENCE HOUSE MEDICAL PRACTICE,246,810.31,8293
01/12/2015,P84074,WELLFIELD MEDICAL CENTRE,294,1301.63,9739
01/12/2015,P84043,CORNISHWAY GROUP PRACTICE,270,929.45,8909
01/12/2015,P84067,HAZELDENE MEDICAL CENTRE,203,764.92,6638
01/12/2015,P84022,KINGSWAY MEDICAL PRACTICE,186,912.52,5864
01/12/2015,P84020,PEEL HALL MEDICAL CENTRE,270,925.78,8446
01/12/2015,P84645,PARK VIEW MEDICAL CENTRE,204,933.41,6361
01/12/2015,P84651,NORTHERN MOOR MEDICAL PRACTICE,103,256.04,3085
01/12/2015,P84025,ST GEORGE'S MEDICAL CENTRE,232,665.27,6942
01/12/2015,P84016,LEVENSHULME MEDICAL PRACTICE,244,718.22,7113
01/12/2015,P84004,FIVE OAKS FAMILIY PRACTICE,308,1066.22,8927
01/12/2015,P84045,THE PARK MEDICAL CENTRE,177,375.31,5100
01/12/2015,P84056,PRINCESS ROAD SURGERY,159,507.5,4446
01/12/2015,P84048,TREGENNA GROUP PRACTICE,241,818.11,6594
01/12/2015,P84051,EASTLANDS MEDICAL CENTRE,200,497.49,5356
01/12/2015,P84032,DRS HANIF & BANNURU,245,591.19,6525
01/12/2015,P84682,BURNAGE HEALTHCARE PRACTICE,86,162.37,2280
01/12/2015,P84019,VALENTINE MEDICAL CENTRE,395,1295.3,10425
01/12/2015,P84637,DR KHAN'S PRACTICE,101,280.76,2614
01/12/2015,P84033,BEACON MEDICAL CENTRE,151,572.68,3781
01/12/2015,P84065,THE SINGH MEDICAL PRACTICE,151,466.58,3756
01/12/2015,P84041,CORNERSTONE FAMILY PRACTICE,270,812.17,6347
01/12/2015,P84066,DAVID MEDICAL CENTRE,184,447.22,4172
01/12/2015,P84049,THE AVENUE MEDICAL CENTRE,444,1632.34,10061
01/12/2015,P84028,GORTON MEDICAL CENTRE,367,1018.56,8312
01/12/2015,P84047,DROYLSDEN RD FAMILY PRACTICE,210,493.73,4729
01/12/2015,P84040,CONRAN MEDICAL CENTRE,243,960.97,5313
01/12/2015,P84054,WHITLEY ROAD MEDICAL CENTRE,306,800.87,6613
01/12/2015,P84024,BOWLAND MEDICAL PRACTICE,354,1194.49,7618
01/12/2015,P84631,ARTANE MEDICAL CENTRE,100,273.74,2131
01/12/2015,P84690,DAM HEAD MEDICAL CENTRE,131,339.78,2699
01/12/2015,P84059,LIME SQUARE MEDICAL CENTRE,302,992.72,5958
01/12/2015,P84029,BENCHILL MEDICAL PRACTICE,504,1735.84,9618
01/12/2015,Y01695,MP VICTORIA MILL,128,571.06,2423
01/12/2015,P84014,RK MEDICAL PRACTICE,270,387.81,4287
01/12/2015,Y02890,HAWTHORN MC,310,1220.93,4716
01/01/2016,P84018,MAULDETH MEDICAL CENTRE,54,96.84,6463
01/01/2016,P84630,THE ARCH MEDICAL PRACTICE,140,402.48,14620
01/01/2016,P84683,THE DOC'S SURGERY,71,166.99,6930
01/01/2016,P84053,ASHCROFT SURGERY,82,199.06,7973
01/01/2016,P84005,THE VALLANCE CENTRE,81,296.24,6728
01/01/2016,P84027,WEST POINT MEDICAL CENTRE,100,278.34,7231
01/01/2016,P84669,CORNBROOK MEDICAL PRACTICE,153,356.84,10882
01/01/2016,P84034,BARLOW MEDICAL CENTRE,195,572.21,13752
01/01/2016,P84038,ASHVILLE SURGERY,121,413.47,8413
01/01/2016,P84635,THE WHITSWOOD PRACTICE,53,191.15,3627
01/01/2016,P84072,THE ROBERT DARBISHIRE PRACTICE,301,1200.13,20524
01/01/2016,P84068,CHORLTON FAMILY PRACTICE,162,517.46,10183
01/01/2016,P84650,THE ALEXANDRA PRACTICE,93,346.89,5653
01/01/2016,P84039,THE RANGE MEDICAL CENTRE,135,492.05,8149
01/01/2016,P84035,BODEY MEDICAL CENTRE,284,826.91,17057
01/01/2016,P84009,AILSA CRAIG MEDICAL CENTRE,161,811.67,9569
01/01/2016,P84010,THE BORCHARDT MEDICAL CENTRE,185,635.12,10763
01/01/2016,P84665,AL-SHIFA MEDICAL CENTRE,48,107.52,2785
01/01/2016,P84676,OSWALD ROAD MEDICAL PRACTICE,76,364.53,4332
01/01/2016,P84605,FERNCLOUGH SURGERY,38,62.32,2095
01/01/2016,P84061,BROOKLANDS MEDICAL PRACTICE,112,418.9,5816
01/01/2016,P84023,SURREY LODGE PRACTICE,163,408.12,8325
01/01/2016,P84652,CORKLAND ROAD MEDICAL PRACTICE,148,615.17,7337
01/01/2016,P84052,WEST GORTON MEDICAL PRACTICE,130,428.76,6427
01/01/2016,Y02520,SIMPSON MEDICAL PRACTICE,117,824.09,5566
01/01/2016,P84639,FALLOWFIELD MEDICAL CENTRE,44,68.44,2079
01/01/2016,P84679,WILLOWBANK SURGERY,37,147.96,1718
01/01/2016,P84689,LONGSIGHT MEDICAL PRACTICE,105,365.18,4843
01/01/2016,Y02849,CITY HEALTH CENTRE,183,761.16,8210
01/01/2016,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,225,669.01,10041
01/01/2016,P84611,"DR CHIU, KOH AND GAN",132,343.9,5880
01/01/2016,P84616,MANCHESTER MEDICAL,156,320.73,6839
01/01/2016,P84037,DR CUNNINGHAM & PARTNERS,157,488.49,6867
01/01/2016,P84050,MOUNT ROAD SURGERY,173,756.15,7491
01/01/2016,P84071,WILBRAHAM SURGERY,95,177.3,4080
01/01/2016,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,312,656.25,13358
01/01/2016,P84056,PRINCESS ROAD SURGERY,106,351.12,4422
01/01/2016,P84064,NEW ISLINGTON MEDICAL CENTRE,101,210.47,4190
01/01/2016,P84020,PEEL HALL MEDICAL CENTRE,204,967.33,8455
01/01/2016,Y02960,NEW BANK HEALTH,128,511.46,5276
01/01/2016,P84682,BURNAGE HEALTHCARE PRACTICE,56,152.01,2300
01/01/2016,P84017,LADYBARN GROUP PRACTICE,253,818.42,10372
01/01/2016,P84623,ALEESHAN MEDICAL CENTRE,31,63.94,1270
01/01/2016,P84663,THE NEVILLE FAMILY CENTRE,95,270.07,3862
01/01/2016,P84684,JOLLY MEDICAL CENTRE,78,153.74,3160
01/01/2016,P84022,KINGSWAY MEDICAL PRACTICE,149,470.04,5891
01/01/2016,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,263,967.99,10394
01/01/2016,P84026,DICKENSON ROAD MEDICAL CENTRE,166,435.81,6553
01/01/2016,P84042,FLORENCE HOUSE MEDICAL PRACTICE,215,837.22,8387
01/01/2016,P84631,ARTANE MEDICAL CENTRE,58,139.23,2234
01/01/2016,Y02325,CHARLESTOWN MD,91,282.99,3482
01/01/2016,P84030,NEW COLLEGIATE MEDICAL CENTRE,345,1325.74,13151
01/01/2016,P84640,QUEENS MEDICAL CENTRE,77,351.7,2905
01/01/2016,P84645,PARK VIEW MEDICAL CENTRE,171,708.46,6321
01/01/2016,P84067,HAZELDENE MEDICAL CENTRE,181,548.84,6614
01/01/2016,P84074,WELLFIELD MEDICAL CENTRE,268,982.46,9741
01/01/2016,P84021,THE MAPLES MEDICAL CENTRE,229,870.01,8166
01/01/2016,P84062,BROOKDALE SURGERY,75,225.43,2637
01/01/2016,P84012,NORTHENDEN GROUP PRACTICE,303,974.61,10651
01/01/2016,P84043,CORNISHWAY GROUP PRACTICE,257,809.45,8888
01/01/2016,P84070,NEWTON HEATH MEDICAL CENTRE,171,539.32,5898
01/01/2016,P84626,WILMSLOW ROAD SURGERY,131,336.34,4512
01/01/2016,P84672,WOODLANDS MEDICAL PRACTICE,93,270.82,3200
01/01/2016,P84048,TREGENNA GROUP PRACTICE,192,597.14,6578
01/01/2016,P84651,NORTHERN MOOR MEDICAL PRACTICE,94,201.25,3168
01/01/2016,P84051,EASTLANDS MEDICAL CENTRE,160,409.32,5375
01/01/2016,P84016,LEVENSHULME MEDICAL PRACTICE,219,589.46,7123
01/01/2016,P84066,DAVID MEDICAL CENTRE,128,294.75,4150
01/01/2016,P84004,FIVE OAKS FAMILIY PRACTICE,281,1257.19,8953
01/01/2016,P84644,PARKSIDE SURGERY,145,507.62,4179
01/01/2016,P84055,MERSEYBANK SURGERY,90,269.38,2593
01/01/2016,P84019,VALENTINE MEDICAL CENTRE,364,1307.77,10381
01/01/2016,P84054,WHITLEY ROAD MEDICAL CENTRE,234,655.74,6604
01/01/2016,P84065,THE SINGH MEDICAL PRACTICE,134,507.36,3769
01/01/2016,P84045,THE PARK MEDICAL CENTRE,181,465.64,5089
01/01/2016,P84024,BOWLAND MEDICAL PRACTICE,271,931.16,7599
01/01/2016,P84025,ST GEORGE'S MEDICAL CENTRE,248,742.16,6907
01/01/2016,P84047,DROYLSDEN RD FAMILY PRACTICE,170,396.47,4711
01/01/2016,P84028,GORTON MEDICAL CENTRE,298,881.77,8244
01/01/2016,P84040,CONRAN MEDICAL CENTRE,197,696.6,5369
01/01/2016,P84059,LIME SQUARE MEDICAL CENTRE,224,517.97,6001
01/01/2016,P84049,THE AVENUE MEDICAL CENTRE,385,900.75,10110
01/01/2016,P84637,DR KHAN'S PRACTICE,111,270.79,2603
01/01/2016,P84033,BEACON MEDICAL CENTRE,162,460.81,3786
01/01/2016,P84041,CORNERSTONE FAMILY PRACTICE,277,1018.29,6438
01/01/2016,Y01695,MP VICTORIA MILL,106,459.5,2448
01/01/2016,P84032,DRS HANIF & BANNURU,290,729.46,6545
01/01/2016,P84690,DAM HEAD MEDICAL CENTRE,122,300.81,2713
01/01/2016,P84029,BENCHILL MEDICAL PRACTICE,467,1604.11,9626
01/01/2016,P84014,RK MEDICAL PRACTICE,222,291.18,4307
01/01/2016,Y02890,HAWTHORN MC,322,1202.55,4890
01/02/2016,P84683,THE DOC'S SURGERY,63,164.1,6930
01/02/2016,P84630,THE ARCH MEDICAL PRACTICE,149,522.93,14620
01/02/2016,P84053,ASHCROFT SURGERY,90,498.77,7973
01/02/2016,P84018,MAULDETH MEDICAL CENTRE,87,162.05,6463
01/02/2016,P84072,THE ROBERT DARBISHIRE PRACTICE,291,1032.32,20524
01/02/2016,P84068,CHORLTON FAMILY PRACTICE,156,709.48,10183
01/02/2016,P84005,THE VALLANCE CENTRE,104,208.31,6728
01/02/2016,P84039,THE RANGE MEDICAL CENTRE,128,523.59,8149
01/02/2016,P84010,THE BORCHARDT MEDICAL CENTRE,171,442.15,10763
01/02/2016,P84669,CORNBROOK MEDICAL PRACTICE,180,723.66,10882
01/02/2016,P84034,BARLOW MEDICAL CENTRE,232,596.94,13752
01/02/2016,P84035,BODEY MEDICAL CENTRE,302,823.53,17057
01/02/2016,P84027,WEST POINT MEDICAL CENTRE,131,480.18,7231
01/02/2016,P84023,SURREY LODGE PRACTICE,153,384.28,8325
01/02/2016,P84009,AILSA CRAIG MEDICAL CENTRE,176,1061.64,9569
01/02/2016,P84038,ASHVILLE SURGERY,156,563.62,8413
01/02/2016,P84017,LADYBARN GROUP PRACTICE,194,642.32,10372
01/02/2016,Y02849,CITY HEALTH CENTRE,154,408.7,8210
01/02/2016,P84676,OSWALD ROAD MEDICAL PRACTICE,85,185.34,4332
01/02/2016,P84635,THE WHITSWOOD PRACTICE,72,277.87,3627
01/02/2016,P84062,BROOKDALE SURGERY,53,104.34,2637
01/02/2016,Y02520,SIMPSON MEDICAL PRACTICE,113,740.87,5566
01/02/2016,P84652,CORKLAND ROAD MEDICAL PRACTICE,150,678.49,7337
01/02/2016,P84623,ALEESHAN MEDICAL CENTRE,26,27.83,1270
01/02/2016,P84064,NEW ISLINGTON MEDICAL CENTRE,86,198.35,4190
01/02/2016,P84650,THE ALEXANDRA PRACTICE,117,466.72,5653
01/02/2016,P84061,BROOKLANDS MEDICAL PRACTICE,121,371.37,5816
01/02/2016,P84689,LONGSIGHT MEDICAL PRACTICE,102,338.92,4843
01/02/2016,P84639,FALLOWFIELD MEDICAL CENTRE,44,96.76,2079
01/02/2016,P84605,FERNCLOUGH SURGERY,45,106.63,2095
01/02/2016,Y02325,CHARLESTOWN MD,75,317.74,3482
01/02/2016,P84684,JOLLY MEDICAL CENTRE,69,115.34,3160
01/02/2016,P84616,MANCHESTER MEDICAL,153,407.22,6839
01/02/2016,P84611,"DR CHIU, KOH AND GAN",137,366.05,5880
01/02/2016,P84050,MOUNT ROAD SURGERY,177,703.07,7491
01/02/2016,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,238,631.89,10041
01/02/2016,P84640,QUEENS MEDICAL CENTRE,70,271.16,2905
01/02/2016,P84052,WEST GORTON MEDICAL PRACTICE,155,623.9,6427
01/02/2016,P84071,WILBRAHAM SURGERY,99,247.44,4080
01/02/2016,P84665,AL-SHIFA MEDICAL CENTRE,68,119.37,2785
01/02/2016,P84037,DR CUNNINGHAM & PARTNERS,168,289.21,6867
01/02/2016,P84026,DICKENSON ROAD MEDICAL CENTRE,162,381.15,6553
01/02/2016,P84074,WELLFIELD MEDICAL CENTRE,241,699.44,9741
01/02/2016,P84056,PRINCESS ROAD SURGERY,111,343.43,4422
01/02/2016,P84672,WOODLANDS MEDICAL PRACTICE,81,171.98,3200
01/02/2016,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,265,1037.66,10394
01/02/2016,Y02960,NEW BANK HEALTH,139,655.02,5276
01/02/2016,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,352,760.68,13358
01/02/2016,P84070,NEWTON HEATH MEDICAL CENTRE,158,316.68,5898
01/02/2016,P84016,LEVENSHULME MEDICAL PRACTICE,197,720.09,7123
01/02/2016,P84022,KINGSWAY MEDICAL PRACTICE,163,694.42,5891
01/02/2016,P84679,WILLOWBANK SURGERY,49,180.37,1718
01/02/2016,P84682,BURNAGE HEALTHCARE PRACTICE,66,166.41,2300
01/02/2016,P84663,THE NEVILLE FAMILY CENTRE,111,341.18,3862
01/02/2016,P84055,MERSEYBANK SURGERY,75,259.47,2593
01/02/2016,P84025,ST GEORGE'S MEDICAL CENTRE,200,606.41,6907
01/02/2016,P84042,FLORENCE HOUSE MEDICAL PRACTICE,243,790.78,8387
01/02/2016,P84012,NORTHENDEN GROUP PRACTICE,313,806.84,10651
01/02/2016,P84045,THE PARK MEDICAL CENTRE,150,468.34,5089
01/02/2016,P84020,PEEL HALL MEDICAL CENTRE,252,1110.8,8455
01/02/2016,P84004,FIVE OAKS FAMILIY PRACTICE,267,1191.3,8953
01/02/2016,P84645,PARK VIEW MEDICAL CENTRE,190,729.37,6321
01/02/2016,P84651,NORTHERN MOOR MEDICAL PRACTICE,97,298.72,3168
01/02/2016,P84067,HAZELDENE MEDICAL CENTRE,205,550.17,6614
01/02/2016,P84066,DAVID MEDICAL CENTRE,131,332.83,4150
01/02/2016,P84021,THE MAPLES MEDICAL CENTRE,258,967.74,8166
01/02/2016,P84030,NEW COLLEGIATE MEDICAL CENTRE,416,1549.95,13151
01/02/2016,P84644,PARKSIDE SURGERY,133,598.8,4179
01/02/2016,P84051,EASTLANDS MEDICAL CENTRE,172,445.68,5375
01/02/2016,P84043,CORNISHWAY GROUP PRACTICE,285,750.49,8888
01/02/2016,P84631,ARTANE MEDICAL CENTRE,73,311.5,2234
01/02/2016,P84048,TREGENNA GROUP PRACTICE,216,454.31,6578
01/02/2016,P84065,THE SINGH MEDICAL PRACTICE,124,281.71,3769
01/02/2016,P84626,WILMSLOW ROAD SURGERY,149,427.91,4512
01/02/2016,P84637,DR KHAN'S PRACTICE,87,196.67,2603
